Designator,Value,Footprint,LCSC,MfrPart,Populate,Function,Note
TP31,TP_SB_NC9,TestPoint_Pad_D1.5mm,,,yes,,
TP32,TP_SB_NC29,TestPoint_Pad_D1.5mm,,,yes,,
TP33,TP_J_TCK,TestPoint_Pad_D1.5mm,,,yes,,
TP34,TP_J_TMS,TestPoint_Pad_D1.5mm,,,yes,,
TP35,TP_J_TDI,TestPoint_Pad_D1.5mm,,,yes,,
TP36,TP_J_TDO,TestPoint_Pad_D1.5mm,,,yes,,
TP37,TP_CN1_VTREF,TestPoint_Pad_D1.5mm,,,yes,,
TP38,TP_J_SPARE1,TestPoint_Pad_D1.5mm,,,yes,,
TP39,TP_J_SPARE2,TestPoint_Pad_D1.5mm,,,yes,,
TP40,TP_J_SPARE3,TestPoint_Pad_D1.5mm,,,yes,,
TP41,TP_J_SPARE4,TestPoint_Pad_D1.5mm,,,yes,,
TP42,TP_AUXIO0_T,TestPoint_Pad_D1.5mm,,,yes,,
TP43,TP_AUXIO1_T,TestPoint_Pad_D1.5mm,,,yes,,
TP44,TP_AUXIO2_T,TestPoint_Pad_D1.5mm,,,yes,,
TP45,TP_AUXIO3_T,TestPoint_Pad_D1.5mm,,,yes,,
TP46,TP_VLVDS,TestPoint_Pad_D1.5mm,,,yes,,
TP47,TP_DB1_3V3,TestPoint_Pad_D1.5mm,,,yes,,
TP48,TP_+3V3,TestPoint_Pad_D1.5mm,,,yes,,
TP49,TP_+2V5,TestPoint_Pad_D1.5mm,,,yes,,
TP50,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
TP51,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
TP101,TP_G_SB_PRSNT_OUT,TestPoint_Pad_D1.5mm,,,yes,,
TP102,TP_G_SB_PRSNT_IN,TestPoint_Pad_D1.5mm,,,yes,,
TP103,TP_G_SB_TCK_OUT,TestPoint_Pad_D1.5mm,,,yes,,
TP104,TP_G_SB_TMS_OUT,TestPoint_Pad_D1.5mm,,,yes,,
TP105,TP_G_SB_TDI_OUT,TestPoint_Pad_D1.5mm,,,yes,,
TP106,TP_G_SB_TDO_IN,TestPoint_Pad_D1.5mm,,,yes,,
TP107,TP_G_SB_NC_B9,TestPoint_Pad_D1.5mm,,,yes,,
TP108,TP_G_SB_NC_B29,TestPoint_Pad_D1.5mm,,,yes,,
TP109,TP_G_SB_NC_A11,TestPoint_Pad_D1.5mm,,,yes,,
TP110,TP_G_SB_NC_A12,TestPoint_Pad_D1.5mm,,,yes,,
TP111,TP_G_SB_NC_A26,TestPoint_Pad_D1.5mm,,,yes,,
TP112,TP_G_SB_NC_A27,TestPoint_Pad_D1.5mm,,,yes,,
TP113,TP_G_SB_NC_B11,TestPoint_Pad_D1.5mm,,,yes,,
TP114,TP_G_SB_NC_B12,TestPoint_Pad_D1.5mm,,,yes,,
TP115,TP_G_SB_NC_B26,TestPoint_Pad_D1.5mm,,,yes,,
TP116,TP_G_SB_NC_B27,TestPoint_Pad_D1.5mm,,,yes,,
TP117,TP_G_A_SPARE_P,TestPoint_Pad_D1.5mm,,,yes,,
TP118,TP_G_A_SPARE_N,TestPoint_Pad_D1.5mm,,,yes,,
TP119,TP_G_B_SPARE_P,TestPoint_Pad_D1.5mm,,,yes,,
TP120,TP_G_B_SPARE_N,TestPoint_Pad_D1.5mm,,,yes,,
TP121,TP_G_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
U1,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"4-bit dual-supply translator, VCCA 2.5 V / VCCB 3.3 V. THE FORWARD GROUP: the 153.6 MHz forward clock and ADC data lanes 0, 1 and 2 - exactly four signals in exactly one package, so the clock cannot lead its data by the 1.1 to 3.7 ns part-to-part propagation delay. Within one package they share a channel-to-channel skew instead","Both DIR tied to VCCA (A->B), both OE* to GND - always enabled. The forward clock arrives on FPGA pin 98, which is a 3.3 V bank pin, so it comes through the R1/R2 divider first: the A-side absolute maximum is VCCA+0.5 = 3.0 V and 3.3 V direct would be out of spec."
U2,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"4-bit dual-supply translator, VCCA 2.5 V / VCCB 3.3 V. Port 1 is the auxiliary transmit pair - clock and data in one port so they share a skew. Port 2 carries the two ENABLE LEVELS the gateware controls: JTAG over the cable and the AUXIO drive direction, both active LOW, both DC","Both DIR to VCCA (A->B), both OE* to GND. The two enable channels are static levels, not signals. Each enable is pulled UP at BOTH ends - to +2V5 on the HL2 side and to +3V3 on the logic side - so a missing part, an unpowered part, an unconfigured FPGA or an open HL2 jumper J25 all leave the feature DISABLED."
U3,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"4-bit dual-supply translator, VCCA 3.3 V / VCCB 2.5 V. Port 1 carries the two candidate reverse clocks - the primary and the duplicate - so whichever is selected has the same delay. Port 2 carries the auxiliary receive pair, clock and data together","Both DIR to VCCA (A->B), both OE* to GND. The duplicate clock output goes nowhere unless R_CLKSEL_B is fitted and R_CLKSEL_A removed; driving an open pad is harmless."
U4,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. THE FORWARD GROUP: 153.6 MHz forward clock plus ADC data lanes 0, 1 and 2 at 307.2 Mbit/s each. Three lanes DDR at 153.6 MHz is 921.6 Mbit/s, the complete raw 12-bit 76.8 MSPS stream. All four channels used, none spare","EN = DRV_EN, EN* = GND. DRV_EN is tied to +3V3 through the fitted link R_DRVEN_ON, so the drivers are always on. Move the link to R_DRVEN_PRSNT to gate them on the far end being present and powered instead, which saves about 60 mA with no cable - but only if your cable actually wires the sidebands, because the no-sideband cable variant exists and would leave the link dead."
U5,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. Channel 1 is the DUPLICATE forward clock, fed from the same translated net as the primary: the forward clock is the single point of failure for the whole receive path, the far end has spare pins and trains whichever lane works, and this costs one trace. Channels 2 and 3 are the auxiliary transmit pair, channel 4 is a spare brought out to test pads","EN = DRV_EN, EN* = GND. DRV_EN is tied to +3V3 through the fitted link R_DRVEN_ON, so the drivers are always on. Move the link to R_DRVEN_PRSNT to gate them on the far end being present and powered instead, which saves about 60 mA with no cable - but only if your cable actually wires the sidebands, because the no-sideband cable variant exists and would leave the link dead."
U6,DS90LV048A,TSSOP-16_4.4x5mm_P0.65mm,C87137,DS90LV048ATMTCX/NOPB,yes,"Quad LVDS receiver, 400 Mbps, TSSOP-16. The reverse group: reverse clock plus transmit data lanes 0, 1 and 2 at 307.2 Mbit/s, received simultaneously with the forward group. All four channels used","EN tied to +3V3 and EN* to GND: always enabled. A receiver input is high impedance, so there is nothing to gate."
U7,DS90LV048A,TSSOP-16_4.4x5mm_P0.65mm,C87137,DS90LV048ATMTCX/NOPB,yes,"Quad LVDS receiver, 400 Mbps, TSSOP-16. Channel 1 receives the far end's DUPLICATE forward clock, which is what makes the duplicate symmetric: fit R_CLKSEL_B instead of R_CLKSEL_A and FPGA pin 88 is fed from this channel instead. Channels 2 and 3 are the auxiliary receive pair, channel 4 a spare","EN tied to +3V3 and EN* to GND: always enabled. A receiver input is high impedance, so there is nothing to gate."
U8,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"AUXIO READ path, all four lines. Both rails 3.3 V, both DIR LOW so the direction is B->A: the HL2 side is a high-impedance input and the cable side is the output. ALWAYS ON, and physically incapable of driving an HL2 pin","DIR = GND on both ports, OE* = GND on both ports. This is the default and only path that is live without gateware."
U9,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"AUXIO DRIVE path, all four lines. Both rails 3.3 V, both DIR HIGH so the direction is A->B: the cable drives the HL2 pins. Both ports gated by AUXIO_EN_N, which is pulled up and therefore DISABLED at power-up","DIR = +3V3 both ports, OE* = AUXIO_EN_N both ports. The gateware must tri-state FPGA pins 90, 91, 103 and 104 BEFORE asserting the enable - that is a software interlock, and the 330 R series resistors are what make getting it wrong survivable rather than fatal. Be aware that lines 2 and 3 are the I2C bus to the VersaClock that generates the radio master clock."
U10,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"JTAG buffers, part 1. Port 1 is B->A and ALWAYS ON: it reads TDO out of CN1 and drives it onto the cable. Port 2 is A->B and GATED by JTAG_EN_N: TCK and TMS from the cable into CN1","Port 1: 1DIR = GND (B->A), 1OE* = GND. Port 2: 2DIR = +3V3 (A->B), 2OE* = JTAG_EN_N. Reading TDO is unconditional and harmless; driving TCK and TMS is not, and is off until the gateware says otherwise."
U11,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"JTAG buffers, part 2. Port 1 channel 1 is TDI from the cable into CN1, gated by the same JTAG_EN_N. The other three channels are spare","Port 1: 2 channels, DIR = +3V3 (A->B), OE* = JTAG_EN_N; only channel 1 is used and channel 2 has its input grounded. Port 2 is disabled (2OE* to +3V3) with both inputs grounded and both outputs on test pads. Three spare gated 3.3 V channels are available here if a future revision needs them."
U12,ME6211C25M5G,SOT-23-5,C194395,ME6211C25M5G-N,yes,"2.5 V 400 mA LDO, the 2.5 V side of U1, U2 and U3 only. Computed load 50 mA, so 8x of headroom and 40 mW of dissipation","Output tolerance +/-2%, so VCCA worst case 2.55 V and the translator VIH worst case 0.65 x 2.55 = 1.66 V against the HL2's guaranteed 2.0 V VOH: 340 mV of margin. Enable is tied to the input. If you would rather the thresholds tracked the FPGA's own bank supply exactly, fit SL_VLVDS and FB2 and remove U12 - but read the note on SL_VLVDS first."
