Designator,Value,Footprint,LCSC,MfrPart,Populate,Function,Note
R159,100R,R_0402_1005Metric,C25076,,DNP,AUX D0 differential termination. NOT FITTED in ROLE A (how board A ships).,"NOT FITTED. This board DRIVES this pair in its shipped role, and the far end terminates it. Fit this one and remove the other two if you move the ROLE shunt."
R160,100R,R_0402_1005Metric,C25076,,yes,AUX D1 differential termination. FITTED in ROLE A (how board A ships).,FITTED. This board RECEIVES this pair in its shipped role. Place within 5 mm of the receiver pins.
R161,100R,R_0402_1005Metric,C25076,,yes,AUX D2 differential termination. FITTED in ROLE A (how board A ships).,FITTED. This board RECEIVES this pair in its shipped role. Place within 5 mm of the receiver pins.
R201,22R,R_0402_1005Metric,C25092,,yes,"Receiver output damping into J14, LINK_CLK",
R202,22R,R_0402_1005Metric,C25092,,yes,"Receiver output damping into J14, LINK_D0",
R203,22R,R_0402_1005Metric,C25092,,yes,"Receiver output damping into J14, LINK_D1",
R204,22R,R_0402_1005Metric,C25092,,yes,"Receiver output damping into J14, LINK_D2",
R205,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I CLK + straight to the J14 A (T) leg,NOT FITTED. Fit only in direct-LVDS mode; see PINMAP.md 5.3.
R206,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I CLK - straight to the J14 B (C) leg,NOT FITTED. Fitting this disables whatever signal normally lives on that B leg (LINK_SLOW_IN).
R207,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I D0 + straight to the J14 A (T) leg,NOT FITTED. Fit only in direct-LVDS mode; see PINMAP.md 5.3.
R208,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I D0 - straight to the J14 B (C) leg,NOT FITTED. Fitting this disables whatever signal normally lives on that B leg (LINK_R0).
R209,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I D1 + straight to the J14 A (T) leg,NOT FITTED. Fit only in direct-LVDS mode; see PINMAP.md 5.3.
R210,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I D1 - straight to the J14 B (C) leg,NOT FITTED. Fitting this disables whatever signal normally lives on that B leg (LINK_R1).
R211,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I D2 + straight to the J14 A (T) leg,NOT FITTED. Fit only in direct-LVDS mode; see PINMAP.md 5.3.
R212,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: I D2 - straight to the J14 B (C) leg,NOT FITTED. Fitting this disables whatever signal normally lives on that B leg (LINK_R2).
R213,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: AX D0 + straight to the J14 A (T) leg,NOT FITTED. Fit only in direct-LVDS mode; see PINMAP.md 5.3.
R214,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: AX D0 - straight to the J14 B (C) leg,NOT FITTED. Fitting this disables whatever signal normally lives on that B leg (LINK_AUX_G2_CLK).
R215,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: AX CLK + straight to the J14 A (T) leg,NOT FITTED. Fit only in direct-LVDS mode; see PINMAP.md 5.3.
R216,0R,R_0402_1005Metric,C17168,,DNP,Direct-LVDS link: AX CLK - straight to the J14 B (C) leg,NOT FITTED. Fitting this disables whatever signal normally lives on that B leg (LINK_AUX_G2_DAT).
R217,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_REVCLK (OUT clock)",
R218,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_REVCLK while the Gowin is unconfigured,
R219,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_R0 (OUT lane 0)",
R220,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_R0 while the Gowin is unconfigured,
R221,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_R1 (OUT lane 1)",
R222,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_R1 while the Gowin is unconfigured,
R223,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_R2 (OUT lane 2)",
R224,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_R2 while the Gowin is unconfigured,
R225,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_AX_G1CLK (AUX G1 clock)",
R226,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_AX_G1CLK while the Gowin is unconfigured,
R227,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_AX_G1DAT (AUX G1 data)",
R228,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_AX_G1DAT while the Gowin is unconfigured,
R229,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_AX_G2CLK (AUX G2 clock)",
R230,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_AX_G2CLK while the Gowin is unconfigured,
R231,22R,R_0402_1005Metric,C25092,,yes,"Driver input damping, DRVI_AX_G2DAT (AUX G2 data)",
R232,10k,R_0402_1005Metric,C25744,,yes,Defines DRVI_AX_G2DAT while the Gowin is unconfigured,
R233,0R,R_0402_1005Metric,C17168,,yes,"The HL2 status UART arrives on the IN socket SCL and goes to J14 pin 19. That pin MUST be constrained IO_TYPE=LVTTL33: it is driven by an HL2 2.5 V output down an unshielded wire, and LVCMOS33's 2.0 V threshold would leave zero guaranteed margin where LVTTL33's 1.7 V leaves 300 mV",FITTED. Cut to isolate the slow line.
R234,10k,R_0402_1005Metric,C25744,,yes,"Holds the slow line low with no cable, so the Gowin reads a break rather than random data",
R235,10k,R_0402_1005Metric,C25744,,yes,IN cable detect pull-up; LOW = cable plugged in,
R236,0R,R_0402_1005Metric,C17168,,yes,"IN cable detect into J14 pin 33. rev C has only one cable detect: the AUX cable is detected by clock activity in the gateware, not by HPD",
R237,0R,R_0402_1005Metric,C17168,,yes,"The ROLE level into J14 pin 34, so the gateware knows its own role and sets its four AUX pin directions to match. Board B ships ROLE B, so this reads LOW",
R238,100R,R_0402_1005Metric,C25076,,yes,OUT HPD to ground so board A detects the cable. 100 R against the far 10 k gives 0.033 V,
R239,100k,R_0402_1005Metric,C25741,,yes,Holds the IN receiver enabled when J5 has no shunt,
R240,100k,R_0402_1005Metric,C25741,,yes,"Makes ""no shunt on J7"" mean ROLE B rather than a floating inverter input - and ROLE B is how board B ships, so a lost shunt is not even a change",
R241,10k,R_0402_1005Metric,C25744,,yes,"ROLE_N pull-UP. THE DIRECTION MATTERS: if U8 is missing, unpowered or dead, ROLE_N reads HIGH, which DISABLES the G2 buffer port toward the Gowin. The auxiliary link then does not work and nothing is stressed",
R242,0R,R_0402_1005Metric,C17168,,DNP,SL_5V_OUT: put the dock's 5 V on the OUT socket so board A could run from it,"NOT FITTED. See DESIGN_NOTES.md 5: board A must be able to run from the HL2 anyway, and a 5 V path that only exists in one of the two configurations is a trap."
R243,0R,R_0805_2012Metric,C17477,,yes,Socket 1 shell to board ground,
R244,0R,R_0805_2012Metric,C17477,,yes,Socket 2 shell to board ground,
R245,0R,R_0805_2012Metric,C17477,,yes,Socket 3 shell to board ground,
R246,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I CLK P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R247,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I CLK N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R248,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I CLK. Place within 5 mm of the receiver pins.",
R249,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I CLK P leg",NOT FITTED. Part of the AC-coupling option.
R250,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I CLK N leg",NOT FITTED. Part of the AC-coupling option.
R251,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D0 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R252,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D0 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R253,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D0. Place within 5 mm of the receiver pins.",
R254,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D0 P leg",NOT FITTED. Part of the AC-coupling option.
R255,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D0 N leg",NOT FITTED. Part of the AC-coupling option.
R256,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D1 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R257,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D1 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R258,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D1. Place within 5 mm of the receiver pins.",
R259,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D1 P leg",NOT FITTED. Part of the AC-coupling option.
R260,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D1 N leg",NOT FITTED. Part of the AC-coupling option.
R261,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D2 P leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R262,0R,R_0402_1005Metric,C17168,,yes,"DC-coupled link (default), I D2 N leg",FITTED. Remove to use the AC-coupling capacitor in parallel with it.
R263,100R,R_0402_1005Metric,C25076,,yes,"Differential termination, I D2. Place within 5 mm of the receiver pins.",
R264,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D2 P leg",NOT FITTED. Part of the AC-coupling option.
R265,4k7,R_0402_1005Metric,C25900,,DNP,"AC-coupling common-mode bias, I D2 N leg",NOT FITTED. Part of the AC-coupling option.
R266,10k,R_0402_1005Metric,C25744,,DNP,VBIAS divider top: 10k / 4k7 from +3V3 gives 1.055 V,NOT FITTED. Part of the AC-coupling option.
R267,4k7,R_0402_1005Metric,C25900,,DNP,VBIAS divider bottom,NOT FITTED. Part of the AC-coupling option.
R268,100R,R_0402_1005Metric,C25076,,yes,AUX CLK differential termination. FITTED in ROLE B (how board B ships).,FITTED. This board RECEIVES this pair in its shipped role. Place within 5 mm of the receiver pins.
R269,100R,R_0402_1005Metric,C25076,,yes,AUX D0 differential termination. FITTED in ROLE B (how board B ships).,FITTED. This board RECEIVES this pair in its shipped role. Place within 5 mm of the receiver pins.
R270,100R,R_0402_1005Metric,C25076,,DNP,AUX D1 differential termination. NOT FITTED in ROLE B (how board B ships).,"NOT FITTED. This board DRIVES this pair in its shipped role, and the far end terminates it. Fit this one and remove the other two if you move the ROLE shunt."
R271,100R,R_0402_1005Metric,C25076,,DNP,AUX D2 differential termination. NOT FITTED in ROLE B (how board B ships).,"NOT FITTED. This board DRIVES this pair in its shipped role, and the far end terminates it. Fit this one and remove the other two if you move the ROLE shunt."
TP101,TP_HL2_CLK_RAW,TestPoint_Pad_D1.5mm,,,yes,,
TP102,TP_HL2_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP103,TP_HL2_O_D0,TestPoint_Pad_D1.5mm,,,yes,,
TP104,TP_HL2_O_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP105,TP_HL2_O_D2,TestPoint_Pad_D1.5mm,,,yes,,
TP106,TP_HL2_AX_G1CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP107,TP_HL2_AX_G1DAT,TestPoint_Pad_D1.5mm,,,yes,,
TP108,TP_HL2_AX_G2CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP109,TP_HL2_AX_G2DAT,TestPoint_Pad_D1.5mm,,,yes,,
TP110,TP_HL2_SLOW_OUT,TestPoint_Pad_D1.5mm,,,yes,,
TP111,TP_HL2_I_D0,TestPoint_Pad_D1.5mm,,,yes,,
TP112,TP_HL2_I_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP113,TP_HL2_I_D2,TestPoint_Pad_D1.5mm,,,yes,,
TP114,TP_HL2_INCLK,TestPoint_Pad_D1.5mm,,,yes,,
TP115,TP_HL2_ROLE_IN,TestPoint_Pad_D1.5mm,,,yes,,
TP116,TP_ROLE,TestPoint_Pad_D1.5mm,,,yes,,
TP117,TP_ROLE_N,TestPoint_Pad_D1.5mm,,,yes,,
TP118,TP_DRVI_O_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP119,TP_DRVI_AX_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP120,TP_DRVI_AX_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP121,TP_RXO_I_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP122,TP_RXO_I_D0,TestPoint_Pad_D1.5mm,,,yes,,
TP123,TP_RXO_I_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP124,TP_RXO_I_D2,TestPoint_Pad_D1.5mm,,,yes,,
TP125,TP_RXO_AX_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP126,TP_RXO_AX_D0,TestPoint_Pad_D1.5mm,,,yes,,
TP127,TP_RXO_AX_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP128,TP_RXO_AX_D2,TestPoint_Pad_D1.5mm,,,yes,,
TP129,TP_X_SP1,TestPoint_Pad_D1.5mm,,,yes,,
TP130,TP_X_SP2,TestPoint_Pad_D1.5mm,,,yes,,
TP131,TP_O_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP132,TP_AX_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP133,TP_I_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP134,TP_AX_SLOW,TestPoint_Pad_D1.5mm,,,yes,,
TP135,TP_I_SLOW,TestPoint_Pad_D1.5mm,,,yes,,
TP136,TP_O_5V_PIN,TestPoint_Pad_D1.5mm,,,yes,,
TP137,TP_AX_5V_PIN,TestPoint_Pad_D1.5mm,,,yes,,
TP138,TP_I_5V_PIN,TestPoint_Pad_D1.5mm,,,yes,,
TP139,TP_VBIAS,TestPoint_Pad_D1.5mm,,,yes,,
TP140,TP_SCL1,TestPoint_Pad_D1.5mm,,,yes,,
TP141,TP_SDA1,TestPoint_Pad_D1.5mm,,,yes,,
TP142,TP_VLVDS,TestPoint_Pad_D1.5mm,,,yes,,
TP143,TP_+3V3,TestPoint_Pad_D1.5mm,,,yes,,
TP144,TP_+2V5,TestPoint_Pad_D1.5mm,,,yes,,
TP145,TP_DB1_3V3,TestPoint_Pad_D1.5mm,,,yes,,
TP146,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
TP147,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
TP201,TP_LINK_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP202,TP_LINK_D0,TestPoint_Pad_D1.5mm,,,yes,,
TP203,TP_LINK_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP204,TP_LINK_D2,TestPoint_Pad_D1.5mm,,,yes,,
TP205,TP_LINK_SLOW_IN,TestPoint_Pad_D1.5mm,,,yes,,
TP206,TP_LINK_AUX_G1_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP207,TP_LINK_AUX_G1_DAT,TestPoint_Pad_D1.5mm,,,yes,,
TP208,TP_LINK_AUX_G2_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP209,TP_LINK_AUX_G2_DAT,TestPoint_Pad_D1.5mm,,,yes,,
TP210,TP_LINK_PRESENT,TestPoint_Pad_D1.5mm,,,yes,,
TP211,TP_LINK_ROLE,TestPoint_Pad_D1.5mm,,,yes,,
TP212,TP_LINK_REVCLK,TestPoint_Pad_D1.5mm,,,yes,,
TP213,TP_LINK_R0,TestPoint_Pad_D1.5mm,,,yes,,
TP214,TP_LINK_R1,TestPoint_Pad_D1.5mm,,,yes,,
TP215,TP_LINK_R2,TestPoint_Pad_D1.5mm,,,yes,,
TP216,TP_DRVI_REVCLK,TestPoint_Pad_D1.5mm,,,yes,,
TP217,TP_ROLE,TestPoint_Pad_D1.5mm,,,yes,,
TP218,TP_ROLE_N,TestPoint_Pad_D1.5mm,,,yes,,
TP219,TP_RXO_AX_CLK,TestPoint_Pad_D1.5mm,,,yes,,
TP220,TP_RXO_AX_D0,TestPoint_Pad_D1.5mm,,,yes,,
TP221,TP_RXO_AX_D1,TestPoint_Pad_D1.5mm,,,yes,,
TP222,TP_RXO_AX_D2,TestPoint_Pad_D1.5mm,,,yes,,
TP223,TP_I_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP224,TP_AX_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP225,TP_O_HPD,TestPoint_Pad_D1.5mm,,,yes,,
TP226,TP_AX_SLOW,TestPoint_Pad_D1.5mm,,,yes,,
TP227,TP_O_SLOW,TestPoint_Pad_D1.5mm,,,yes,,
TP228,TP_I_5V_PIN,TestPoint_Pad_D1.5mm,,,yes,,
TP229,TP_AX_5V_PIN,TestPoint_Pad_D1.5mm,,,yes,,
TP230,TP_O_5V_PIN,TestPoint_Pad_D1.5mm,,,yes,,
TP231,TP_VBIAS,TestPoint_Pad_D1.5mm,,,yes,,
TP232,TP_+3V3,TestPoint_Pad_D1.5mm,,,yes,,
TP233,TP_P5V_J14,TestPoint_Pad_D1.5mm,,,yes,,
TP234,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
TP235,TP_GND,TestPoint_THTPad_D2.0mm_Drill1.0mm,,,yes,,
U101,SN74AVC8T245PW,TSSOP-24_4.4x7.8mm_P0.65mm,C465742,SN74AVC8T245PWR,yes,"8-bit dual-supply level translator, VCCA 2.5 V / VCCB 3.3 V. Gives the HL2 2.5 V outputs 370 mV of GUARANTEED margin into the LVDS driver inputs, which a direct connection does not have. All 8 channels used: OUT clock + 3 OUT lanes + all 4 AUX pins","DIR tied to VCCA (+2V5) = A->B, OE* tied low - ALWAYS enabled. The four AUX channels sit on nets that this board's own 4-bit translators drive when the HL2 pin is an input; a translator A-side input is a ~5 pF load and never a driver, so that is not contention. What decides whether an AUX signal reaches the cable is the LVDS driver's EN, not this part."
U102,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. OUT: the forward cable. All four channels used, none spare. EN tied high - this socket is always driven",EN tied to +3V3 and EN* to GND: permanently enabled.
U103,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. AUX group G1 (clock pair + data 0 pair). Two channels used, two spare. EN = ROLE, so this pair is driven only in ROLE A","EN = ROLE. Enabled in ROLE A, tri-stated in ROLE B. Channels 3 and 4 are unused: inputs grounded, outputs left open."
U104,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. AUX group G2 (data 1 pair + data 2 pair). Two channels used, two spare. EN = ROLE_N, so this pair is driven only in ROLE B","EN = ROLE_N. Enabled in ROLE B, tri-stated in ROLE A. ROLE_N comes from U11 and carries a 10k pull-UP, so a missing or dead inverter leaves this driver enabled but its G2 translator port toward the HL2 DISABLED - the auxiliary link fails to work and nothing is stressed. Channels 3 and 4 unused."
U105,DS90LV048A,TSSOP-16_4.4x5mm_P0.65mm,C87137,DS90LV048ATMTCX/NOPB,yes,"Quad LVDS receiver, 400 Mbps, TSSOP-16. Receives socket IN: reverse clock and reverse lanes 0,1,2. All four channels used","EN* = RXEN_N, gated by the IN cable detect through J7, so the stock HL2 gateware driving DB1 11/15/17 as LED outputs cannot meet this receiver driving the same pins."
U106,DS90LV048A,TSSOP-16_4.4x5mm_P0.65mm,C87137,DS90LV048ATMTCX/NOPB,yes,"Quad LVDS receiver, 400 Mbps, TSSOP-16. Sits across ALL FOUR AUX pairs in both roles - the two it receives and the two its own drivers drive","EN tied high, EN* tied low: ALWAYS enabled, in both roles. That is deliberate and it is safe. A receiver input is high impedance, so listening to a pair this board is also driving costs nothing; the outputs for the driven group simply go to a translator port that is disabled, so they reach no HL2 pin."
U107,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"4-bit dual-supply level translator, VCCA 3.3 V / VCCB 2.5 V. Port 1 (always on) = the IN clock into PIN_88 and the ROLE level into PIN_89. Port 2 = AUX group G2 toward the HL2, enabled only in ROLE A","HL2 PIN_88 and PIN_89 are input-only pins in a 2.5 V bank whose PCI clamp would inject DC into the HL2 2.5 V rail if driven at 3.3 V. 1OE* = GND (always enabled), 2OE* = ROLE_N: the G2 port drives PIN_72 and PIN_80 only in ROLE A, which is exactly when the gateware has those two pins as inputs."
U108,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"4-bit dual-supply level translator, VCCA 3.3 V / VCCB 2.5 V. Port 1 = AUX group G1 toward the HL2, enabled only in ROLE B. Port 2 is unused","1OE* = ROLE: the G1 port drives PIN_85 and PIN_87 only in ROLE B, which is exactly when the gateware has those two pins as inputs. Port 2 is disabled (2OE* to +3V3) with its inputs grounded and its outputs on test pads."
U109,ME6211C25M5G,SOT-23-5,C194395,ME6211C25M5G-N,yes,2.5 V 400 mA LDO. Supplies only the 2.5 V sides of the three translators,
U110,AMS1117-3.3,SOT-223-3_TabPin2,C6186,AMS1117-3.3,DNP,Optional 3.3 V from the IN socket's +5 V pin. NOT the default supply: see DESIGN_NOTES.md 5,NOT FITTED by default. Board A normally runs from HL2 DB1 pins 19/20. In the two-radio configuration there is no 5 V source at all.
U111,74LVC1G04,SOT-23-5,C7827,SN74LVC1G04DBVR,yes,Single-gate inverter: ROLE_N = NOT ROLE. This one part is what makes the complement a property of the circuit instead of a property of the user remembering to move two shunts the same way,"SOT-23-5, TI DBV pinout (1 NC, 2 A, 3 GND, 4 Y, 5 VCC). Nexperia's 74LVC1G04GW has a DIFFERENT pinout - do not substitute it."
U201,DS90LV048A,TSSOP-16_4.4x5mm_P0.65mm,C87137,DS90LV048ATMTCX/NOPB,yes,"Quad LVDS receiver, 400 Mbps, TSSOP-16. Receives socket IN: the link clock and lanes 0,1,2. All four channels used","EN* = RXEN_N, gated by the IN cable detect through J5."
U202,DS90LV048A,TSSOP-16_4.4x5mm_P0.65mm,C87137,DS90LV048ATMTCX/NOPB,yes,"Quad LVDS receiver, 400 Mbps, TSSOP-16. Sits across ALL FOUR AUX pairs in both roles","EN tied high, EN* tied low: always enabled. Safe, because a receiver input is high impedance; it is this receiver's OUTPUTS that must not reach a Gowin pin the gateware is driving, and U6 is what stops them."
U203,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. OUT: the reverse cable. All four channels used, none spare",EN tied to +3V3 and EN* to GND: permanently enabled.
U204,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. AUX group G1 (clock pair + data 0 pair). Two channels used, two spare. EN = ROLE, so G1 is driven only in ROLE A","EN = ROLE. Tri-stated in ROLE B, which is how board B ships. Channels 3 and 4 unused: inputs grounded, outputs open."
U205,DS90LV047A,SOIC-16_3.9x9.9mm_P1.27mm,C206491,DS90LV047ATMX/NOPB,yes,"Quad LVDS driver, 400 Mbps, SOIC-16. AUX group G2 (data 1 pair + data 2 pair). Two channels used, two spare. EN = ROLE_N, so G2 is driven only in ROLE B","EN = ROLE_N. Enabled in ROLE B, which is how board B ships. Channels 3 and 4 unused."
U206,SN74AVC4T245PW,TSSOP-16_4.4x5mm_P0.65mm,C81461,SN74AVC4T245PWR,yes,"Strap-gated buffer, VCCA = VCCB = 3.3 V, used as two independent 2-channel 3-state buffers: port 1 = AUX G1 toward the Gowin (enabled in ROLE B), port 2 = AUX G2 toward the Gowin (enabled in ROLE A). No level shift - this part exists only to tri-state","1OE* = ROLE: the G1 port drives J14 pins 32 and 18 only in ROLE B. 2OE* = ROLE_N: the G2 port drives J14 pins 17 and 31 only in ROLE A. ROLE_N carries a 10k pull-UP, so a missing or dead inverter disables the G2 port rather than enabling it. A 74LVC125A quad buffer with four independent enables would also do this job in one smaller package; the AVC4T245 was chosen because board A already carries two of them, so the panel has one fewer unique part."
U207,AMS1117-3.3,SOT-223-3_TabPin2,C6186,AMS1117-3.3,yes,3.3 V board supply from J14 pin 11 (5V_Peripheral). Dissipates (5.0 - 3.3) x 0.15 = 0.26 W: flood the SOT-223 tab to the power plane with at least six thermal vias,
U208,74LVC1G04,SOT-23-5,C7827,SN74LVC1G04DBVR,yes,Single-gate inverter: ROLE_N = NOT ROLE. Makes the complement a property of the circuit rather than of the user,"SOT-23-5, TI DBV pinout (1 NC, 2 A, 3 GND, 4 Y, 5 VCC). Nexperia's 74LVC1G04GW has a DIFFERENT pinout - do not substitute it."
